55,7,70,0,0
55,7,69,50,54
54,7,67,61,60
54,7,61,61,63
54,14,44,55,58
53,36,15,62,63
54,12,44,97,-75
54,3,69,102,-104
54,6,69,59,76
53,4,68,62,56
53,7,68,63,61
53,7,68,60,61
53,7,68,61,62
53,7,67,58,59
53,8,62,61,59
53,17,49,58,57
53,38,29,59,59
54,12,56,100,-76
54,7,69,97,-99
53,9,69,58,64
54,8,69,60,58
54,7,69,63,58
54,7,69,59,57
54,7,69,62,60
54,7,69,59,59
54,7,68,60,57
54,10,59,64,61
55,24,37,59,58
54,10,56,99,-74
55,3,70,102,-104
55,5,71,59,67
54,3,70,59,57
54,6,70,66,59
55,7,70,62,62
55,7,68,62,60
56,8,59,61,57
56,16,28,61,61
56,8,52,98,-72
56,7,71,95,-103
56,9,70,62,65
56,8,70,61,57
56,7,71,65,59
56,7,71,62,59
56,7,71,60,59
56,7,69,61,59
56,8,61,59,56
56,16,40,57,57
56,40,15,57,56
55,22,25,99,-84
55,7,69,99,-104
54,7,70,56,66
54,7,70,59,55
55,7,71,62,53
55,7,68,60,55
55,9,65,60,60
53,17,57,57,59
55,37,37,59,64
54,54,22,65,62
54,29,47,93,-83
55,7,69,103,-99
54,7,70,60,59
55,7,70,57,56
55,7,70,62,58
55,7,69,57,56
55,7,69,58,55
55,7,69,57,56
55,7,68,57,54
55,8,67,57,58
55,13,64,59,60
56,20,61,54,50
55,41,45,62,63
55,54,27,59,60
56,45,39,93,-79
55,7,67,94,-99
51,7,65,67,72
45,7,59,63,54
44,7,50,61,58
50,7,57,61,60
54,7,67,62,59
55,8,68,56,56
55,12,62,64,64
56,28,42,60,60
56,51,19,61,57
57,29,38,97,-74
54,7,69,101,-102
54,7,69,63,70
55,7,70,59,57
54,7,69,63,58
54,7,68,57,56
54,7,68,59,60
53,8,65,60,60
53,11,56,62,60
53,26,34,58,59
54,14,45,96,-77
54,7,69,99,-109
54,8,69,60,49
54,8,69,56,58
54,7,69,63,57
54,7,69,59,57
55,7,69,62,59
55,7,68,58,60
56,8,62,61,59
55,14,43,57,61
55,38,15,62,60
55,23,28,94,-75
55,7,69,104,-108
54,7,69,61,75
55,7,69,61,59
54,7,69,64,58
55,7,68,61,59
54,7,65,60,59
55,12,52,61,59
55,29,31,60,60
56,16,44,99,-82
55,7,57,92,-97
55,7,64,65,66
54,7,69,62,59
54,7,69,64,58
55,7,70,62,61
54,7,69,60,57
56,9,64,60,60
56,20,50,61,58
56,42,19,58,57
56,22,35,94,-74
55,7,72,99,-100
55,7,72,61,57
54,7,72,57,59
50,7,71,63,56
48,7,70,62,58
48,8,64,59,59
52,14,44,61,60
54,35,18,58,56
56,23,27,97,-77
55,7,70,98,-107
55,7,71,58,76
55,7,71,58,58
56,7,70,61,57
56,7,64,58,58
56,10,51,60,57
56,25,26,55,57
56,16,34,95,-78
55,7,70,100,-103
55,7,71,55,66
55,7,71,57,55
56,7,71,62,59
56,7,69,63,62
56,8,64,56,57
56,26,28,62,58
57,11,56,97,-75
56,7,71,104,-99
56,7,72,61,56
56,7,70,55,58
56,7,70,53,56
56,6,72,67,56
56,7,71,62,61
56,8,65,59,56
56,14,51,57,57
56,34,27,62,60
56,25,34,91,-86
56,7,71,103,-103
54,7,70,55,49
54,7,71,64,60
55,7,71,60,56
55,7,70,57,53
54,7,69,58,58
54,9,67,59,54
54,16,60,58,56
55,34,46,62,60
54,52,26,59,62
55,20,57,98,-76
56,7,71,98,-97
54,7,70,63,61
56,7,71,62,59
56,7,71,60,56
56,7,70,70,64
55,7,70,59,59
56,7,70,65,64
55,7,69,59,58
55,7,70,59,60
55,7,69,60,59
56,8,69,53,51
55,14,63,61,63
55,28,38,59,59
55,48,18,61,62
56,17,42,98,-73
55,7,71,109,-105
54,7,70,60,74
54,7,70,62,57
54,7,70,60,59
54,7,69,61,58
54,7,66,58,59
54,7,61,58,58
54,15,42,60,58
55,31,24,56,56
56,18,42,98,-84
56,7,71,95,-104
54,7,69,61,48
54,7,68,57,61
54,7,69,61,60
54,7,69,62,57
54,7,68,57,60
54,7,68,58,58
54,8,65,60,61
53,15,57,61,59
53,32,35,58,58
54,52,16,64,64
56,30,42,99,-73
55,7,71,92,-91
54,7,69,61,59
55,7,70,63,60
55,8,70,65,57
56,8,71,58,58
56,8,70,60,57
55,10,68,59,60
56,19,61,59,58
56,36,46,60,59
56,53,24,57,59
56,40,40,93,-82
56,7,71,99,-106
56,7,70,62,55
56,7,70,63,59
55,7,70,64,59
55,7,70,63,57
55,7,69,60,57
54,8,67,60,56
55,13,50,59,57
55,30,26,55,56
55,18,34,95,-88
55,7,70,93,-99
55,7,70,64,71
56,7,70,62,54
56,4,69,63,56
56,6,65,59,58
55,8,50,55,56
55,17,20,56,57
54,13,30,95,-94
54,7,69,99,-102
55,7,69,60,58
54,7,69,59,57
53,7,70,67,59
53,7,69,66,61
53,7,64,64,64
52,12,50,63,59
54,34,24,57,58
54,19,41,98,-81
53,7,70,95,-98
53,7,70,61,71
53,7,70,59,56
55,7,71,67,58
55,7,70,62,65
54,7,68,65,63
54,9,63,61,66
55,19,47,61,62
55,39,30,60,60
55,17,52,98,-75
54,7,70,98,-99
54,7,69,54,51
55,7,69,62,59
54,7,69,61,57
54,7,68,61,58
54,7,67,61,60
53,7,66,61,61
54,10,60,60,62
54,21,44,64,63
54,42,22,59,58
54,21,43,99,-72
54,7,69,96,-102
54,7,68,63,57
54,7,69,63,56
54,7,69,63,59
54,4,69,62,60
54,4,68,57,57
54,8,61,62,60
53,13,42,61,60
53,37,20,59,61
53,20,35,98,-79
53,7,69,103,-106
53,7,69,63,75
53,7,69,60,58
53,7,69,64,62
53,7,69,61,59
53,7,68,60,62
53,8,64,61,60
53,16,53,60,61
53,33,36,58,59
54,14,58,98,-78
55,7,70,99,-91
54,8,70,60,71
54,7,69,63,58
55,7,69,63,60
54,7,69,60,59
54,7,70,60,62
54,7,70,61,60
54,7,67,59,61
54,12,53,58,62
54,30,24,63,62
55,15,39,89,-81
55,5,70,103,-104
55,3,70,60,65
