56,7,71,0,3
55,7,71,57,62
54,7,70,66,62
54,7,69,67,67
54,7,69,60,57
54,7,69,61,61
54,7,69,61,62
53,7,70,61,63
54,7,70,63,61
54,7,70,60,61
55,7,70,59,62
54,7,69,59,61
54,7,69,60,57
54,7,69,59,61
54,7,68,58,61
54,7,68,62,61
54,7,68,60,57
54,7,68,60,61
54,7,68,64,61
54,7,68,60,61
54,7,68,61,59
53,7,68,62,60
53,7,69,64,62
54,7,69,60,59
54,7,69,64,62
54,7,69,61,61
54,7,70,62,63
54,7,70,63,62
54,7,70,60,64
54,7,70,59,60
56,7,72,55,52
56,7,72,67,62
56,8,71,61,56
56,8,72,57,57
56,8,72,56,56
56,8,73,56,57
56,9,72,58,58
56,9,73,57,55
55,9,73,55,58
44,9,72,59,61
14,9,72,56,58
5,7,72,16,70
6,7,72,-87,103
6,6,69,-103,113
33,12,13,-98,98
54,35,11,-97,98
54,39,10,88,-96
40,13,11,104,-103
8,7,58,98,-97
6,6,65,6,79
5,6,48,-91,91
20,6,30,-101,102
53,11,28,-106,103
53,17,26,73,17
44,6,53,90,-93
14,6,65,55,61
8,7,69,4,68
6,6,69,-90,99
42,6,68,-104,106
51,7,69,0,81
50,6,69,63,60
41,6,69,56,66
19,8,69,62,62
13,14,68,4,76
37,9,68,-81,98
54,7,69,-102,98
54,7,69,69,58
55,7,69,51,63
54,7,69,58,63
53,7,69,57,60
50,15,69,63,62
40,37,69,60,59
24,59,70,59,60
47,40,72,-78,98
55,7,71,-98,99
55,7,71,57,59
55,7,71,51,53
55,7,71,56,60
55,7,71,55,58
55,8,71,62,63
55,9,72,59,58
55,12,72,62,60
55,19,72,58,56
54,32,72,60,62
52,44,72,64,63
49,54,70,63,62
44,61,71,58,54
39,63,72,53,52
29,63,71,57,56
44,63,72,-89,93
55,11,70,-99,101
55,7,71,-99,99
55,7,71,54,58
55,11,70,58,61
54,15,70,55,62
55,16,70,58,61
53,18,68,61,69
53,19,68,64,61
54,18,68,59,59
54,18,68,58,60
54,18,70,61,58
45,18,69,60,57
13,16,69,62,63
7,23,67,-77,89
20,27,10,-98,100
53,53,7,-114,112
54,55,7,97,-92
35,35,8,110,-107
7,20,47,89,-92
6,7,70,104,-101
5,7,68,-99,89
6,11,67,-100,102
21,21,8,-101,103
54,50,8,-117,110
54,54,7,87,-87
39,32,8,109,-107
8,16,24,88,-85
6,7,71,104,-103
5,7,69,-89,90
6,8,68,-89,88
10,11,10,-98,98
52,41,7,-118,113
53,47,8,95,-91
27,23,8,109,-102
6,12,52,88,-94
6,7,70,106,-101
5,7,68,-88,87
6,7,70,-99,101
9,10,11,-99,99
49,36,7,-113,112
52,38,7,95,-87
20,15,8,106,-108
6,8,58,90,-97
5,7,70,105,-102
5,7,68,-91,89
5,6,69,-97,102
6,6,33,-95,93
32,16,8,-102,105
54,50,7,-89,95
54,50,7,108,-95
20,9,9,99,-98
6,7,62,93,-96
5,6,69,110,-106
5,7,68,-97,98
6,6,69,-97,108
6,6,32,-93,94
19,8,10,-101,103
54,37,9,-95,98
54,44,8,89,-95
38,15,9,105,-107
6,7,13,95,-93
6,6,69,100,-101
6,6,70,-97,99
5,6,44,-85,92
13,6,13,-97,99
53,29,10,-95,99
53,31,10,94,-87
21,7,13,106,-108
6,6,18,83,-83
6,6,71,103,-104
5,7,69,-86,89
5,6,55,-92,93
6,6,18,-100,103
45,11,15,-113,107
54,49,11,-101,99
54,53,9,94,-83
49,13,15,98,-107
6,6,19,104,-103
5,6,36,80,-86
6,7,71,109,-106
7,7,68,-94,115
6,6,70,-93,98
6,6,32,-101,103
20,6,34,-118,112
54,16,24,-94,101
54,20,22,97,-85
27,7,36,103,-108
5,6,37,105,-103
5,6,53,89,-86
6,6,59,-92,104
6,6,41,-93,95
9,6,45,-117,116
48,6,38,-98,99
52,7,48,62,61
46,6,65,55,60
24,6,70,60,61
13,6,70,8,78
11,7,70,0,76
10,8,71,13,79
11,11,70,12,75
45,7,72,-86,95
54,7,72,-8,78
54,7,71,69,63
52,7,70,60,65
43,13,70,59,61
26,36,70,58,61
45,22,70,-81,100
56,8,71,-101,99
55,8,70,56,66
55,7,69,53,62
55,7,68,56,63
54,7,63,57,59
51,7,56,60,60
48,8,55,60,61
53,12,67,61,60
52,26,69,58,58
48,42,69,58,60
41,55,68,61,60
29,61,69,60,62
45,55,68,-88,93
55,7,70,-101,98
54,44,69,-101,103
54,62,9,-96,101
54,62,8,95,-98
54,56,60,99,-102
55,7,71,101,-96
54,7,70,58,75
54,7,70,62,58
55,7,70,65,56
54,8,70,59,58
55,10,71,61,58
56,12,72,59,59
56,16,71,61,61
55,25,71,63,61
55,34,72,60,60
53,45,70,64,64
51,54,71,59,60
40,60,71,59,61
12,62,72,62,60
6,50,72,-81,97
9,7,72,-103,97
21,7,73,-96,92
20,18,73,5,77
34,43,34,-98,102
54,59,7,-108,103
55,59,7,95,-108
42,46,17,96,-104
11,15,72,95,-91
9,14,72,-86,96
36,42,30,-100,97
55,58,7,-108,99
55,60,7,88,-97
47,48,9,103,-102
14,22,67,97,-86
11,18,70,-90,92
35,40,29,-96,88
55,59,7,-108,99
55,61,7,95,-99
50,51,7,100,-99
19,28,62,96,-92
15,24,65,-94,94
37,40,20,-92,87
55,59,7,-107,99
55,60,7,94,-97
48,45,7,105,-98
14,21,63,97,-88
11,19,66,-92,90
34,37,21,-94,85
55,58,7,-108,99
55,60,7,92,-95
48,45,7,106,-99
15,21,59,99,-96
11,17,63,-86,92
30,30,21,-92,83
54,55,7,-107,103
54,50,7,90,-90
24,21,13,96,-105
6,8,71,92,-86
6,7,70,-88,91
9,12,51,-83,74
45,32,7,-106,110
56,59,6,-99,100
55,60,7,96,-95
50,35,7,105,-105
14,11,12,98,-99
6,6,64,94,-78
6,6,69,-96,76
6,7,66,-79,79
33,20,8,-103,106
55,53,6,-103,101
55,57,7,95,-92
45,26,8,104,-100
9,8,20,100,-94
6,6,67,99,-88
6,6,72,-99,72
6,6,66,-72,97
11,7,12,-104,96
42,7,18,-86,101
56,48,14,-119,83
55,57,10,90,-90
54,24,12,101,-105
15,6,14,105,-101
6,7,53,97,-93
6,7,71,98,-86
6,6,70,-94,84
6,6,73,-81,74
6,7,32,-100,97
29,7,16,-110,105
55,31,14,-98,104
55,38,13,93,-93
42,7,17,99,-102
6,6,22,98,-96
6,7,63,90,-77
6,6,66,-102,83
6,7,50,-83,77
11,6,19,-110,112
53,16,18,-99,99
54,19,17,83,-91
19,7,25,103,-97
6,7,28,99,-94
6,6,69,99,-87
6,6,69,-95,83
6,6,69,-85,71
6,6,25,-105,106
42,7,27,-104,98
56,29,20,-90,94
55,36,18,86,-86
47,6,34,100,-105
9,6,55,83,-4
6,6,62,4,83
6,6,69,-97,85
40,7,69,-103,110
50,7,70,-13,82
49,7,70,57,61
39,7,70,53,63
16,7,69,62,63
10,10,69,8,72
9,17,69,0,79
30,10,70,-82,102
54,7,70,-97,92
53,7,68,58,66
52,6,66,53,53
52,6,66,59,65
49,8,66,55,56
42,20,67,58,65
25,44,67,56,60
43,29,68,-80,98
54,7,68,-103,95
55,7,70,66,60
55,7,70,53,60
54,7,69,60,63
54,7,69,59,64
54,8,69,60,58
55,9,70,59,61
55,15,72,58,59
54,29,72,57,60
50,46,71,57,60
42,59,70,59,57
29,62,71,56,58
44,57,70,-92,95
55,8,70,-102,105
56,7,73,-103,98
56,8,71,70,60
56,12,70,54,60
56,12,70,54,58
56,11,71,60,65
56,9,71,63,60
56,9,70,63,62
56,8,71,59,58
55,8,71,60,60
54,7,70,62,61
54,7,69,58,61
54,7,70,63,58
53,7,69,60,59
53,7,69,59,59
50,7,69,60,61
32,7,69,63,59
12,7,69,8,75
6,9,68,2,82
6,10,59,-84,92
15,12,8,-97,104
50,26,8,-104,110
51,28,7,98,-105
23,13,7,102,-105
