56,7,70,0,0
56,7,69,79,72
56,8,68,81,81
56,8,68,80,83
55,8,69,79,78
56,8,69,79,81
56,8,70,80,80
56,8,70,78,79
56,9,70,78,81
56,9,70,78,77
56,9,70,78,78
56,10,70,78,79
56,9,72,79,80
55,10,70,80,78
54,9,70,81,79
54,8,69,81,80
51,7,70,78,79
55,7,70,80,84
56,7,69,78,80
55,6,68,82,83
55,7,67,79,78
55,8,67,80,80
54,7,67,81,81
53,5,66,78,80
46,15,66,76,75
20,45,67,80,79
18,33,67,-82,93
52,8,67,-101,104
54,8,66,89,78
50,5,67,70,85
26,8,68,78,82
10,10,69,5,69
11,9,69,2,81
8,8,69,22,77
2,7,69,0,82
8,7,68,-78,102
47,2,69,-104,100
55,49,60,-98,101
55,58,11,-96,99
55,58,7,93,-91
56,52,55,99,-105
51,2,70,98,-104
14,7,69,103,-100
8,7,68,8,72
4,9,69,-91,102
34,7,69,-108,105
36,4,70,0,77
31,3,69,2,79
22,8,70,17,82
22,2,69,0,81
19,4,69,0,80
9,7,70,33,80
8,7,70,4,82
8,7,71,-81,99
15,5,68,-104,103
21,11,63,12,79
38,13,43,-92,98
56,50,9,-103,102
55,50,8,81,-87
43,15,40,103,-113
10,7,69,101,-103
6,2,68,6,86
8,7,69,-90,98
22,7,63,-109,101
34,8,59,30,82
34,8,62,0,77
36,7,66,6,82
39,7,68,20,80
42,8,68,5,81
27,7,69,71,86
19,7,66,5,68
25,7,66,3,85
33,8,66,2,78
33,8,66,15,80
43,6,67,2,81
49,7,67,2,83
40,8,68,81,84
28,19,69,80,80
48,9,64,-83,89
56,7,14,-102,93
55,8,10,81,4
56,8,10,83,-80
56,7,11,76,0
54,7,11,82,0
55,7,10,83,28
55,7,10,77,6
56,8,12,69,2
57,10,11,77,26
58,16,12,88,3
57,9,49,91,-98
57,8,67,73,13
58,7,66,77,81
57,22,57,84,75
56,47,32,79,80
54,18,66,94,-83
56,8,71,97,-94
56,8,70,76,76
56,12,70,82,80
56,7,70,80,77
57,8,70,85,81
56,8,70,82,81
56,8,70,79,79
56,1,71,80,77
56,4,70,80,79
56,6,72,82,80
56,7,71,82,82
28,15,70,78,79
40,5,70,-79,99
56,9,70,-100,97
55,3,70,83,87
55,8,70,78,85
48,3,69,79,82
17,8,70,80,79
5,8,69,4,73
11,8,69,-94,99
51,3,69,-98,101
54,7,70,82,82
52,7,69,76,79
31,7,67,78,90
29,8,66,0,70
44,8,66,3,81
51,8,66,25,82
37,20,67,79,84
2,52,67,78,80
3,48,68,-85,92
50,9,68,-100,102
55,39,69,-94,102
56,58,53,-102,101
57,58,13,-97,99
56,58,4,100,-91
56,58,55,99,-110
55,31,70,99,-99
47,9,69,103,-102
2,57,70,96,-100
2,57,68,-94,92
34,14,68,-107,109
55,3,69,-106,98
55,6,70,81,80
55,2,70,80,86
47,7,70,80,81
16,16,69,80,79
25,12,70,-76,94
55,2,70,-106,100
56,4,71,73,79
56,8,70,67,82
55,7,70,77,80
47,8,69,80,83
25,22,69,82,79
40,16,69,-77,87
55,6,69,-103,103
55,7,69,81,82
55,8,69,70,84
55,23,69,78,80
55,56,69,79,81
54,57,68,81,79
57,59,73,79,86
56,58,70,69,67
